node,x,y,is_AMS
auxiliary,0.0440172964303642,-0.13819426458123005,0
availability,0.17618098119011166,0.06266339284589176,0
avanafil,0.053289191570247495,-0.36690502314516754,0
aveed,0.14697658198623945,-0.16161559121219513,0
avenue,0.27860706170262356,0.1918031747588789,0
average,0.5689017987624914,0.08868165290498078,0
aversa,0.033436945584695565,0.3397593544027324,0
averse,-0.015098952531745948,-0.30078522602369046,0
aversion,-0.10588408665881459,0.10002659875567807,0
avocado,0.10844878240006413,-0.27257639243733517,0
await,0.1220392960874377,0.042210864912498564,0
award,0.09473271916260044,0.15458216315903062,0
aware,-0.012284125337507737,0.011301573747000838,0
awareness,0.006415947906446939,0.030888093559799826,0
away,0.08185994543196004,-0.165731230204399,0
awesome,0.22624110844535603,-0.07427549912829744,0
awful,0.44550487537498934,-0.04190539967802935,0
awkward,0.21613351647747092,-0.4058501846238492,0
awkwardness,0.16368550395915316,-0.09713990258453024,0
axilla,-0.12403873660396322,-0.14702804600180092,0
axillary,-0.22383436205013924,-0.04545666532370622,0
axiron,0.10605069597981208,-0.2027080891283787,0
axis,-0.31588273739710065,-0.055075128805955734,0
ayurveda,0.15966399362036005,-0.045365647761358305,0
azelaic,-0.1614965774769539,-0.26777230261713825,0
azoospermia,-0.27897297208514593,-0.18715823533693743,0
b.a,-0.12479442819885733,0.3046595579604677,0
b.d,-0.1378958647077945,0.4927015353975677,0
b12,-0.06113261558841608,-0.24463133346812457,0
baby,-0.07958540717621344,-0.05153888391245094,0
bachelor,0.13275837011287964,0.10190451487971922,0
backbone,0.3023797041281185,-0.25535696851132417,0
backfire,-0.05445732992472332,0.003674508688310548,0
background,0.21250594312962762,0.16992850699270126,0
backseat,0.22083917165751768,-0.20131817619733483,0
bacterial,-0.3267427048092567,-0.02982356964204088,0
bail,-0.057949651119569165,-0.4854570107912935,0
baillargeon,-0.18630262454830002,0.12963543864977511,0
baillargeon373,-0.32205892031916017,-0.009412261347799274,0
bajic,0.2901825929584663,0.05194500880611411,0
bake,0.09514310317477351,-0.2819623754067973,0
balanced,0.026514331169786177,-0.24703909248699674,0
bald,-0.04945116679312312,-0.1973299870665197,0
