node,deg,deg_norm,betweenness,eigenvector,pagerank,community
a.d.a.m,83,0.011995953172423761,2.3018439650847655e-05,0.006763625354395243,0.00012133484646993989,6
a.i,29,0.004191357132533603,4.395283687656973e-07,0.002507406481774024,9.106952410580656e-05,8
a.m.,181,0.026159849689261452,7.368495323152677e-05,0.012141004127074344,0.00021061209118533112,8
a.r,30,0.004335886688827865,6.111993046093846e-07,0.0023402448939836232,9.657863194045036e-05,8
a1c,28,0.004046827576239341,8.355233591672106e-08,0.0037938512376316873,6.152152006985813e-05,3
aas,27,0.003902298019945079,4.587689028487424e-07,0.0031593842362237804,6.813678672494248e-05,5
abbott,18,0.0026015320132967193,9.991223325914564e-08,0.002169960301840745,5.560512960534938e-05,6
abbreviate,26,0.0037577684636508164,1.4199731338314394e-07,0.0032467965477808716,6.83129316339899e-05,6
abbreviation,27,0.003902298019945079,1.6601378865572406e-07,0.004008129945164809,6.05182701681589e-05,4
abbvie,44,0.006359300476947536,1.4346811824500222e-05,0.003726106829099127,0.00010950064110917635,6
abdoman,28,0.004046827576239341,6.022482478240274e-08,0.004098560849030104,6.343934565819751e-05,2
abdomen,178,0.025726261020378668,4.560403627166116e-05,0.014279429777149093,0.00020520214529267736,2
abdominal,128,0.01849978320566556,1.5716454197790936e-05,0.011211520157083644,0.0001351288917146656,5
abdulmage,26,0.0037577684636508164,4.5566852088332527e-07,0.002211440599491752,8.378361509226711e-05,8
abhinav,26,0.0037577684636508164,8.95438336805301e-08,0.003313803104308975,6.374046979261357e-05,6
ability,600,0.08671773377655731,0.0003363020770195052,0.027737745596815917,0.0004217509659781176,3
able,649,0.09379968203497616,0.0005504734046874958,0.029437176166290702,0.000452525633770054,0
abnormal,411,0.05940164763694175,0.00013295793533459903,0.020481777807867405,0.00029561783054185206,5
abnormality,290,0.04191357132533603,6.41974093464839e-05,0.017857241862946738,0.00024473809961850587,5
abnormally,200,0.028905911258852435,2.03035406472932e-05,0.013902785128101483,0.00018651740548301539,5
aboriginal,26,0.0037577684636508164,7.275699549687132e-07,0.0031277867851249447,7.433497446290322e-05,4
abraham,29,0.004191357132533603,1.618454249599213e-05,0.0018737311904628799,9.974179513628364e-05,6
abrupt,26,0.0037577684636508164,8.484091547885244e-09,0.004285815600772247,5.345726034206297e-05,5
absence,129,0.01864431276195982,1.243500387508882e-05,0.01079311717505103,0.0001426763390356307,5
absent,72,0.010406128053186877,8.678959317119314e-06,0.006350538734378256,0.00012807154735909934,5
absolute,211,0.03049573637808932,3.4468745803363656e-05,0.016645146023607702,0.00022393789327539244,4
absolutely,276,0.039890157537216364,8.580851793242946e-05,0.01931750049644063,0.0002473178121212579,0
absorb,366,0.05289781760369996,9.59970778909576e-05,0.02201716398822909,0.0003068910735755559,2
absorbable,28,0.004046827576239341,2.3387703896986535e-08,0.003952955402114876,5.40866728575777e-05,2
absorbed,26,0.0037577684636508164,3.7142276211383524e-09,0.00437472905460912,5.054166016635886e-05,2
absorbent,23,0.00332417979476803,9.904802272190927e-07,0.002900493453853157,6.759423294727152e-05,2
absorption,423,0.061136002312472904,0.00020586509060478876,0.024602113887740647,0.0003767013557341378,2
abstract,57,0.008238184708772944,5.026039910911694e-06,0.005716629454003672,0.0001191580413781099,8
abundant,42,0.006070241364359011,8.357167728208152e-07,0.004675464774801205,8.103174783829318e-05,7
abuse,291,0.04205810088163029,0.0001221603394330017,0.018610691039332043,0.00028529106378890305,5
academic,201,0.029050440815146697,5.469777818284501e-05,0.013732750987990918,0.00020994121204182258,4
academic/,29,0.004191357132533603,1.6781541538569097e-07,0.004448167969775914,6.681418549336484e-05,4
academy,71,0.010261598496892614,1.709187629800024e-05,0.006981755980352045,0.0001297132764831301,8
accelerate,87,0.012574071397600809,1.6023744146092965e-06,0.008178206780675582,0.00010237748558269704,3
accept,229,0.03309726839138604,5.888200938723612e-05,0.016517257545116616,0.000230161834276086,4
acceptable,70,0.010117068940598353,2.8847932068376567e-06,0.007949297615451842,9.762333353225075e-05,4
access,644,0.09307703425350485,0.00122696655299682,0.027682330915852385,0.0005724341519832954,4
accessible,125,0.01806619453678277,1.9251946714474416e-05,0.011887848836072733,0.00017950934377271353,4
accho,15,0.0021679433444139326,2.4015531658497872e-09,0.0017606699691010605,5.57295899464735e-05,4
accident,114,0.016476369417545888,7.237821999965346e-06,0.011373037074931657,0.0001439926839808748,6
accidental,73,0.010550657609481139,4.41564441520649e-06,0.007614890340340333,0.00010803768585991936,1
accidentally,66,0.009538950715421303,4.352841487617858e-07,0.007928081266334295,9.498166601174955e-05,2
acclimate,26,0.0037577684636508164,2.683623743577191e-08,0.0037866500562843317,5.363346630012939e-05,5
accommodate,23,0.00332417979476803,7.361820112995226e-08,0.0032739475204870165,5.525745118904312e-05,4
accompany,113,0.016331839861251626,1.0171467807051756e-05,0.010154009539726226,0.0001366148174696426,3
accomplish,45,0.006503830033241798,1.934243883522617e-07,0.005650266373434316,7.396655066985119e-05,3
accomplishment,28,0.004046827576239341,1.0369391106968808e-07,0.003873905562019995,6.29291907610266e-05,3
accord,642,0.09278797514091632,0.00044641723924313513,0.0277589720289407,0.00046432051013660494,3
accordance,25,0.0036132389073565544,1.4101224584271817e-07,0.0036558387695980717,5.8594730519395344e-05,4
accordingly,94,0.013585778291660645,5.084111280525421e-06,0.009215332372790076,0.00011939180232977985,3
account,271,0.03916750975574505,6.14820728499049e-05,0.019534716076873633,0.0002490954273662321,4
accredit,28,0.004046827576239341,2.016453592225072e-07,0.004028239280420857,6.946289216270577e-05,4
accredited,37,0.0053475935828877,9.256182995983199e-07,0.0047358969335102195,6.359736978967201e-05,4
accumulate,27,0.003902298019945079,7.415873462406337e-08,0.00319785442257725,6.256978242975402e-05,5
accumulation,54,0.007804596039890158,1.1678698046326973e-07,0.006608330044549903,7.409529528033942e-05,3
accuracy,118,0.017054487642722937,6.790673859630325e-06,0.011556502578008507,0.00014370712947467572,4
accurate,360,0.05203064026593438,8.600260573265584e-05,0.020183275671520833,0.0002743987661021734,4
accurately,120,0.01734354675531146,5.7933527354866506e-06,0.011122445819187879,0.00013963589733507396,4
accusation,26,0.0037577684636508164,3.15923916597151e-08,0.004231138530206683,6.117118932698096e-05,0
acerus,57,0.008238184708772944,1.1279019715796155e-05,0.0042863814666350124,0.00014515702214977998,6
ache,51,0.007371007371007371,6.063463552483349e-07,0.005949523760045328,7.961194619801922e-05,3
achievable,30,0.004335886688827865,1.538599271161522e-07,0.004102894627015455,7.01556300706521e-05,4
achieve,813,0.11750252926723515,0.0008799036631687852,0.03409907112441102,0.0005549150669461534,2
achievement,29,0.004191357132533603,6.702853512281234e-08,0.003981790108618109,6.375044590320256e-05,5
acid,94,0.013585778291660645,9.143343799553076e-06,0.009045276135265429,0.0001373500105613322,5
acknowledge,42,0.006070241364359011,2.0877026563348664e-07,0.005520145954495215,6.749331577254625e-05,4
acne,508,0.07342101459748518,0.00023113005268542866,0.02374519423866311,0.0003566902306755739,5
acoustic,42,0.006070241364359011,2.449593733247578e-07,0.005386066270671085,7.323116471977396e-05,3
acquire,183,0.02644890880184998,2.9113615618388407e-05,0.013199724996467982,0.00019778916030110277,5
act,648,0.09365515247868189,0.0004933873037708398,0.02946031046587158,0.0004738117751919913,2
action,349,0.0504408151466975,9.329216114478808e-05,0.02180168430324066,0.00028062457948482996,4
activate,28,0.004046827576239341,1.746880525058033e-07,0.004127475626241294,5.9832691773586716e-05,5
activation,56,0.008093655152478682,2.7119983933749358e-06,0.006112213611388695,9.704090284781145e-05,5
active,477,0.06894059835236306,0.00017934253814084577,0.02514719772594211,0.0003399965949550327,5
actively,98,0.014163896516837693,8.41467183599761e-06,0.009963068793260806,0.0001285422267364188,4
activity,699,0.10102615984968927,0.0007060101134330413,0.030391389143522476,0.0005075697366713954,3
actual,213,0.030784795490677842,1.7626420073679658e-05,0.016252221902898444,0.0001985197122242984,0
actuality,50,0.007226477814713109,1.365979144193203e-06,0.005779274742926985,8.744496415549252e-05,5
actually,820,0.11851423616129499,0.000620408498394236,0.032416314301391295,0.0005046560093337808,0
actuation,34,0.004914004914004914,1.4757338837184392e-07,0.004994214481825022,6.601111657945899e-05,2
actuator,27,0.003902298019945079,2.7128268938546584e-07,0.003995137254758497,6.29343823312085e-05,2
acuity,29,0.004191357132533603,2.1665715308466866e-08,0.00405689690464862,6.048659930431913e-05,3
acute,154,0.022257551669316374,0.0001562482851229026,0.011404095574244861,0.00021689712681522078,8
adam,172,0.024859083682613095,1.4545838801805e-05,0.012426415011264387,0.00016281341564804307,4
adams,30,0.004335886688827865,1.5688657224157624e-06,0.0018472244621897602,0.00010993209044394738,8
adapt,157,0.02269114033819916,2.387809265749056e-05,0.0135529312284287,0.0001878618063908565,2
adaptation,77,0.011128775834658187,2.327557801217959e-06,0.008804384716741805,0.00011382059330697075,6
add,651,0.09408874114756467,0.0005832855287253618,0.02942388395208356,0.0004822487780678744,7
addict,51,0.007371007371007371,5.817630316124924e-07,0.00518611890547201,8.502127650287135e-05,0
addiction,28,0.004046827576239341,1.3170618615105172e-07,0.00361800177398294,6.095919011147254e-05,5
addison,43,0.006214770920653274,2.2322107038086708e-06,0.0046863017273600155,7.647550129078342e-05,5
addition,448,0.06474924121982946,0.00010336132385194842,0.023144694829001933,0.0003036636385449417,3
additional,416,0.06012429541841306,0.00021070054971535106,0.02358949817129803,0.0003442417584877222,4
additionally,383,0.055354820060702414,0.0001133260992295649,0.023252706276537957,0.0002981592224719684,5
additive,29,0.004191357132533603,2.2457332623358016e-07,0.0038421475105914126,6.853332341083044e-05,4
address,706,0.1020378667437491,0.0004853776426476643,0.029913484617318343,0.0004488772352510891,4
addressing,30,0.004335886688827865,3.7093247333945184e-08,0.004326127839413927,5.909019725500509e-05,2
adenoma,113,0.016331839861251626,1.7557850794182445e-05,0.009350851428472334,0.00016322642495578712,5
adenomas,46,0.00664835958953606,4.6984370081956823e-07,0.005467193069148959,7.188397994859642e-05,5
adequacy,26,0.0037577684636508164,2.902841594323111e-07,0.0041165496426666835,5.927010274197817e-05,4
adequate,329,0.04755022402081226,5.3240278066854615e-05,0.020382844006710105,0.0002573173393443726,5
adhere,54,0.007804596039890158,3.6447559943881813e-06,0.006059057901861126,0.00010146187862761506,2
adherence,51,0.007371007371007371,6.881330478600915e-07,0.006651320983796244,8.580857384934478e-05,4
adhesive,28,0.004046827576239341,1.2387546733660985e-07,0.0037164795685910184,6.90481170474472e-05,2
adipose,42,0.006070241364359011,5.884512329719995e-07,0.005266138597251256,7.907657865938802e-05,5
adiposity,28,0.004046827576239341,1.694518083181681e-08,0.0042376949177821,5.605716769319549e-05,4
adjudicate,22,0.003179650238473768,2.2685883616018152e-08,0.0031928252042220336,5.496848341315805e-05,6
adjunct,53,0.007660066483595895,6.706104467482481e-07,0.006082431355246483,8.649082018121673e-05,5
adjunctive,80,0.011562364503540975,4.821520367222361e-05,0.007535327644126875,0.00012375270637440697,8
adjust,442,0.06388206388206388,0.00010206730304508905,0.025040360293810734,0.0003192859551008013,6
adjusted).446,28,0.004046827576239341,1.0774656759925946e-07,0.004255329666951447,6.089527106882127e-05,2
adjustment,418,0.06041335453100159,9.777158957662376e-05,0.025359806643152162,0.0003205567525890673,2
adjustment.28,25,0.0036132389073565544,7.844853883054059e-08,0.003632315049101984,5.482738811264842e-05,4
administer,640,0.0924989160283278,0.00043329413039726767,0.02935700546595149,0.0004398614059490031,2
administration,523,0.07558895794189911,0.00028437745990108715,0.02719207630635555,0.00041450603543721304,2
admission,16,0.002312472900708195,3.578327998938955e-09,0.0021756128178524324,4.25486757693592e-05,2
admit,89,0.012863130510189334,8.333076432120991e-06,0.00841591191197544,0.00012585880924145885,6
adolescence,95,0.013730307847954907,2.2146995002589664e-06,0.008583671859702522,0.00011029605020110734,5
adolescent,51,0.007371007371007371,7.535120989338997e-06,0.004585551617436305,9.749427604028694e-05,5
adopt,93,0.013441248735366382,6.665423597060134e-06,0.009839984384318247,0.00012532848815427678,7
adrenal,329,0.04755022402081226,0.00010445574696089418,0.016765675104701817,0.00027620599922369415,5
adult,683,0.09871368694898107,0.0008958453790050674,0.025913110936756287,0.0004997783992035073,8
adulthood,266,0.03844486197427374,3.436174332269333e-05,0.016694605474773572,0.00021638744792464362,5
advance,202,0.02919497037144096,4.810170118295494e-05,0.01674791416187001,0.00022509654840532618,4
advanced,272,0.03931203931203931,8.005712679560087e-05,0.01767313526908916,0.0002689755219556385,4
advancement,127,0.018355253649371295,1.2520726511894954e-05,0.011666621016249946,0.0001497864954249205,4
advantage,150,0.021679433444139327,1.3242655654092877e-05,0.013518160383539734,0.00015495317085500345,4
advantageous,23,0.00332417979476803,3.1991357948457794e-08,0.0030747799343196435,5.521634892573585e-05,4
adverse,528,0.07631160572337042,0.00029206182892800207,0.02685581768563348,0.00042370797839165816,2
adversely,78,0.01127330539095245,1.5033379188379572e-06,0.007842295308493579,9.62712462164203e-05,3
advertise,124,0.01792166498048851,5.888110071565654e-06,0.012162994291141859,0.00014758936402369156,0
advertisement,318,0.04596039890157537,5.6603967294882213e-05,0.017259762431661062,0.00022741403489719828,5
advertisementadvertisement,67,0.009683480271715566,5.114759885670159e-06,0.004932290314554773,8.167153570732324e-05,9
advertising,137,0.019800549212313917,6.246954842630188e-06,0.010408526244592351,0.00013962873918804423,4
advice,285,0.04119092354386472,0.0001003198821153883,0.018709215423110385,0.00024421658322996677,4
advisable,84,0.012140482728718023,1.0106905284161315e-06,0.00849521189863662,9.831699286592454e-05,3
advise,304,0.0439369851134557,4.492859474362812e-05,0.018840660986673054,0.0002377111034700718,5
advisory,32,0.00462494580141639,1.6649097521557848e-06,0.002844184834890546,9.301800650050354e-05,6
advocate,196,0.028327793033675386,3.2869248946431964e-05,0.015524933069478958,0.0002045073815828074,0
aerobic,104,0.015031073854603266,8.142434245251219e-06,0.009727345348814292,0.00011014758974233032,7
aesthetic,91,0.013152189622777859,1.1681759378732143e-05,0.00869751378075841,0.00013597710400055759,3
aetiology,27,0.003902298019945079,1.9292533829017594e-07,0.003013253838903707,6.917310903961688e-05,5
affect,1175,0.16982222864575805,0.0019781370460160465,0.03178300251961594,0.0006400004171651276,5
affected,41,0.005925711808064749,1.7710088101893813e-07,0.0051845675864726146,6.567931621237914e-05,4
affiliate,61,0.008816302933949994,2.92840163702736e-06,0.006189138193848633,9.192918967607677e-05,0
affiliation,25,0.0036132389073565544,1.3217618432000642e-08,0.004087421576244795,5.8918838245127194e-05,9
affinity,27,0.003902298019945079,2.7465725431796515e-07,0.0035396567652042662,6.805103305084399e-05,11
affirm,20,0.0028905911258852437,3.4611311350150056e-07,0.0029419684797632444,5.3842116311866555e-05,0
affordable,90,0.013007660066483595,8.651010018843313e-06,0.009613246816905249,0.00012078545419079697,7
afraid,52,0.007515536927301633,1.7203189517865127e-07,0.007167441998310015,8.023021931291852e-05,0
african,23,0.00332417979476803,3.143938426108721e-09,0.003453458149789989,5.080848070403427e-05,4
afternoon,60,0.00867177337765573,6.351866731459801e-07,0.006877380040970512,8.5444058796099e-05,3
afterthought,27,0.003902298019945079,3.313438103791025e-08,0.004222359791068673,6.014893965741162e-05,0
afterward,72,0.010406128053186877,4.6926707614927344e-06,0.007046171814354851,0.00010276218824356611,2
ag030644,19,0.0027460615695909813,2.5998248111190393e-07,0.002309784458444899,6.008007498464739e-05,6
aga,26,0.0037577684636508164,4.562423523051561e-08,0.00365537567345556,5.856645501962958e-05,5
age,1727,0.24960254372019078,0.006268327203555097,0.03435265253172909,0.0008328366097210279,3
aged,231,0.033386327503974564,0.00011374647286617644,0.015002073696065066,0.00024737788232880747,8
ageing,214,0.030929325046972107,3.463210407472257e-05,0.013896066893066236,0.0002047270033933868,5
agency,45,0.006503830033241798,3.235153681171093e-07,0.00625925062313222,8.032615231375104e-05,4
agent,305,0.044081514669749966,9.779221034490477e-05,0.019933119909498965,0.00030318839259979027,2
agents.437,23,0.00332417979476803,1.1049823314234395e-08,0.0036998008903304895,5.329832643025383e-05,2
aggression,137,0.019800549212313917,5.469549291596402e-05,0.010894040558497598,0.00016920956207101142,3
aggressive,121,0.017488076311605722,1.0712117141830028e-05,0.011393337326721828,0.0001522152929183983,5
aging,720,0.10406128053186876,0.000823330965152384,0.027344665252369057,0.0005100428108523133,3
ago,232,0.03353085706026882,4.3088699034709333e-05,0.016758691840545535,0.00022856485007528501,0
agonist,51,0.007371007371007371,1.2356607164768544e-06,0.0060522568340492106,8.456811429114444e-05,5
agree,115,0.01662089897384015,4.062456745507741e-06,0.011763159875060032,0.00012751552553179546,4
agreement,71,0.010261598496892614,5.01112779517301e-06,0.007801645897331915,0.00011049998624599842,4
ahead,168,0.024280965457436045,1.5129038009254161e-05,0.013765434745276044,0.00018104100369574602,0
aid,125,0.01806619453678277,8.247534703247287e-06,0.010958623279705268,0.0001415719952152221,3
aids,223,0.032230091053620465,2.693931626091523e-05,0.014520746164609044,0.00020919735241172043,5
ail,81,0.011706894059835236,1.6466456477625725e-06,0.008548502633649408,0.0001071593030602552,0
ailment,24,0.003468709351062292,1.9144334670331875e-08,0.0039038616289394637,5.606583581450306e-05,4
aim,403,0.05824541118658766,8.776208972308991e-05,0.02341700808516803,0.00030566235979789656,4
air,120,0.01734354675531146,2.1819497762494294e-05,0.01117628053338096,0.0001685165625236544,2
airflow,26,0.0037577684636508164,9.816861803663702e-09,0.0041263897762298905,5.6908483792243684e-05,4
airway,130,0.018788842318254083,1.0117131337774601e-05,0.011313414932200585,0.00015291222862368062,5
ais,117,0.016909958086428676,1.1196846137549247e-05,0.010630487393273103,0.00015278892188537563,5
ajpregu.00360.2012,29,0.004191357132533603,7.88678125739838e-06,0.0017412171535659043,0.00010792091614995714,8
aka,44,0.006359300476947536,2.2864634495793514e-06,0.005177879470899197,8.485831188745199e-05,5
akhil,26,0.0037577684636508164,2.4688166510948997e-08,0.0035633055824578295,5.4786174310213995e-05,3
al.4,26,0.0037577684636508164,3.854400140237362e-08,0.0035257979671015948,6.372880707442777e-05,4
al.446,22,0.003179650238473768,5.455324038612685e-09,0.003522054298986089,5.2444806999564356e-05,2
alabama,25,0.0036132389073565544,8.754722759730146e-07,0.0024411875471295977,8.12767711209399e-05,6
alan,23,0.00332417979476803,4.561901113058394e-08,0.002685399364522128,6.048388095789276e-05,4
alanine,26,0.0037577684636508164,6.519326219038569e-07,0.0022692777313473283,8.042701248380752e-05,5
alarm,115,0.01662089897384015,8.086412189159685e-06,0.010289984190948499,0.00013934215624999348,7
alarming,27,0.003902298019945079,3.14814290850462e-08,0.004058118563115241,5.8347386351917813e-05,3
albeit,29,0.004191357132533603,9.63578378836735e-08,0.004536567288503573,6.536941955354183e-05,4
albert,26,0.0037577684636508164,5.1559788965705e-07,0.003379610544519831,7.059948704381712e-05,6
albumin,258,0.03728862552391964,0.00017650375436995168,0.014032731508443806,0.00026344549646071055,6
alcohol,530,0.07660066483595895,0.0004117864363865195,0.024753818115553054,0.0003984386256281098,5
alcoholism,77,0.011128775834658187,1.6396385539325245e-06,0.0075486118841819085,0.00010149642588253993,5
aldosterone,53,0.007660066483595895,1.4987434602194885e-06,0.0062039714683919354,9.221644318603923e-05,5
aleksandr,29,0.004191357132533603,3.521390193445586e-08,0.004070814157279115,6.08591140287705e-05,6
aleksic,29,0.004191357132533603,1.2368709135573835e-06,0.002736752082213796,8.051866485816729e-05,8
alert,24,0.003468709351062292,2.638104096642559e-08,0.0033120174017098,5.134071121349178e-05,0
alertness,27,0.003902298019945079,9.13082919726008e-09,0.0037680040479482085,4.881153573314293e-05,4
alex,68,0.009828009828009828,1.9567637837644774e-06,0.0075673310268661005,9.115118512069737e-05,0
alexandria,20,0.0028905911258852437,3.717435095814893e-08,0.0028082786354300068,5.335504675449354e-05,4
algorithm,21,0.0030351206821795057,6.114540494625044e-07,0.0022653539914280975,7.067117800205391e-05,8
ali,175,0.02529267235149588,7.44146700663853e-05,0.011265296562278048,0.0002078268971746039,8
align,117,0.016909958086428676,4.0655533043809316e-06,0.01163116068080904,0.00013312886542188768,3
alive,28,0.004046827576239341,8.318705314927682e-08,0.003996483887779663,6.960435055971503e-05,7
alkaline,26,0.0037577684636508164,7.691368023370306e-07,0.0021103551197927278,8.374435251093475e-05,5
alkylated,27,0.003902298019945079,9.106766001590794e-09,0.004045634733373476,5.228736949574278e-05,4
allan,29,0.004191357132533603,9.146207318296586e-07,0.0030693655849043113,7.304267543650638e-05,8
allegiance,26,0.0037577684636508164,1.2236467878951722e-08,0.004415479573306601,6.254286469394004e-05,2
allergic,25,0.0036132389073565544,5.858801794254045e-08,0.0039306638039746265,6.014846378945982e-05,7
allergy,108,0.015609192079780315,3.861363560599639e-05,0.008382222365668065,0.0001702428580441597,5
alleviate,207,0.02991761815291227,1.2504027126857473e-05,0.015144985946600987,0.00017275475029129137,3
allicin,28,0.004046827576239341,5.27868960635052e-08,0.0034562504005426226,6.493054477262872e-05,7
allow,684,0.09885821650527533,0.0005077484696039199,0.032473418288574314,0.0004929352428157034,2
allowance,28,0.004046827576239341,9.934283840269591e-08,0.00406756813030923,6.731710049542026e-05,7
allude,22,0.003179650238473768,5.8077467771326795e-08,0.0030581638563140397,5.761523334485582e-05,6
almeida,25,0.0036132389073565544,6.880141608249549e-08,0.0030508237713518737,7.029011485350903e-05,6
alongside,281,0.04061280531868767,7.071648067041235e-05,0.01771631689897703,0.00024910334730349735,5
alopecia,174,0.025148142795201618,1.6578394670673705e-05,0.013172018980899987,0.0001686483165183935,5
alpha,153,0.022113022113022112,1.9470270007547897e-05,0.012771847592752737,0.00018002525487780443,5
alprostadil,48,0.006937418702124584,1.691206086467456e-06,0.005784745623973662,9.63097640351945e-05,2
alter,131,0.018933371874548344,7.831702890466588e-06,0.01212780937689084,0.0001406062920204257,2
alteration,68,0.009828009828009828,6.911936831288735e-07,0.008408971968899885,9.848464178638169e-05,2
altered,28,0.004046827576239341,1.1661729165090267e-07,0.003778462978193811,6.435740434296647e-05,3
alternative,540,0.07804596039890158,0.00040111395230357273,0.026220209211122156,0.0004115329787867969,2
